Soil texture,Rainfall,SPI,TWI,Distance to river,Aspect,NDVI,Land cover,Profile curvature,Plan curvature,Slope,Altitude,Lithology,Flood
7,315.36300000000,1414.22000000000,3.34730000000,0.00000000000,289.74700000000,0.09080330000,2,0.43912700000,-0.33865100000,19.05010000000,855,9,1.00000000000
7,314.90100000000,876.85700000000,3.91040000000,30.00000000000,161.56500000000,-0.03297450000,6,0.88505700000,-0.11494300000,6.01728000000,837,10,1.00000000000
7,314.82600000000,665.18100000000,5.07570000000,0.00000000000,315.00000000000,0.01764130000,2,0.13296900000,0.24408000000,3.37229000000,839,10,1.00000000000
7,314.82200000000,514.98700000000,4.25600000000,0.00000000000,341.56500000000,-0.17857600000,2,0.38888900000,-0.27777800000,3.01696000000,837,10,1.00000000000
7,314.80300000000,1055.34000000000,3.93870000000,30.00000000000,144.46200000000,0.03356880000,2,1.52614000000,-0.02941180000,8.15901000000,836,10,1.00000000000
7,314.81800000000,3843.78000000000,3.64370000000,0.00000000000,128.66000000000,-0.27224000000,1,1.09434000000,-0.90566000000,9.09464000000,834,10,1.00000000000
7,314.78100000000,2486.51000000000,3.39110000000,0.00000000000,156.57100000000,0.04982270000,5,0.81494700000,-0.40727600000,15.24100000000,843,10,1.00000000000
7,314.76100000000,875.28100000000,3.81820000000,0.00000000000,161.56500000000,0.05352010000,2,0.31666700000,0.09444440000,6.76286000000,839,10,1.00000000000
7,314.70200000000,30.77420000000,6.09950000000,42.42640000000,351.87000000000,-0.08901550000,2,-0.11111100000,0.00000000000,1.68760000000,833,10,1.00000000000
7,314.64100000000,507.37900000000,4.87240000000,108.16700000000,309.64400000000,0.10286200000,2,-0.38036300000,0.06408140000,10.72420000000,844,10,1.00000000000
7,314.74200000000,291.71600000000,4.40510000000,42.42640000000,264.80600000000,-0.31149700000,1,0.00000000000,-0.22222200000,2.63503000000,839,10,1.00000000000
7,314.40200000000,444.83000000000,5.38660000000,30.00000000000,325.62000000000,-0.36272100000,1,0.21857900000,-0.11475400000,5.47927000000,833,10,1.00000000000
7,314.35400000000,50.57550000000,6.23810000000,30.00000000000,270.00000000000,-0.36440000000,1,0.11111100000,0.00000000000,0.47745400000,833,10,1.00000000000
7,314.15400000000,6954.83000000000,4.74910000000,84.85280000000,252.35000000000,-0.22151700000,1,0.29411800000,-0.48366000000,10.89010000000,835,1,1.00000000000
7,314.12900000000,17.22800000000,7.84750000000,30.00000000000,270.00000000000,-0.04720590000,1,0.11111100000,0.00000000000,0.47745400000,831,10,1.00000000000
7,314.02700000000,304.55600000000,5.54010000000,0.00000000000,270.00000000000,-0.34436900000,1,0.05555560000,-0.38888900000,1.43210000000,830,1,1.00000000000
7,314.38400000000,133.14600000000,5.24230000000,90.00000000000,315.00000000000,0.12158700000,5,-0.25000000000,0.41666700000,5.05115000000,845,10,1.00000000000
7,314.09500000000,1778.08000000000,4.90920000000,84.85280000000,270.00000000000,-0.38809100000,1,0.44444400000,0.00000000000,1.43210000000,830,1,1.00000000000
7,314.11600000000,151.76200000000,5.66570000000,192.09400000000,206.56500000000,-0.12958400000,5,-0.09578540000,0.01532570000,4.26269000000,837,10,1.00000000000
7,314.02400000000,151.75300000000,5.83190000000,108.16700000000,118.30100000000,-0.11292600000,5,0.11111100000,-0.11111100000,3.52041000000,834,1,1.00000000000
7,314.00900000000,30.00000000000,6.20030000000,201.24600000000,0.00000000000,-0.04262370000,5,-0.22222200000,0.22222200000,1.90915000000,838,10,1.00000000000
7,313.88400000000,144.73600000000,5.70370000000,0.00000000000,116.56500000000,-0.37635500000,1,0.22222200000,0.00000000000,1.06752000000,825,1,1.00000000000
7,313.91600000000,651.68400000000,5.75240000000,0.00000000000,177.27400000000,-0.35659200000,1,0.33333300000,-0.22222200000,5.00628000000,825,1,1.00000000000
7,313.99100000000,93.69960000000,6.27740000000,42.42640000000,158.19900000000,-0.06910150000,5,0.12222200000,0.12222200000,2.56950000000,833,1,1.00000000000
7,313.71200000000,983.17000000000,4.48170000000,84.85280000000,315.00000000000,-0.34748300000,1,0.13114800000,0.24225900000,7.05413000000,827,1,1.00000000000
7,313.90600000000,633.70900000000,5.39950000000,60.00000000000,184.39900000000,-0.30746100000,1,-0.02102100000,0.09009010000,6.20105000000,829,1,1.00000000000
7,313.71800000000,650.63000000000,5.20750000000,67.08200000000,322.12500000000,-0.36063000000,1,-0.02777780000,-0.02777780000,2.71992000000,824,1,1.00000000000
7,313.83100000000,222.95400000000,5.62940000000,30.00000000000,120.96400000000,-0.36465000000,1,0.45555600000,0.01111110000,2.78189000000,821,1,1.00000000000
7,313.79900000000,153.56700000000,6.39800000000,60.00000000000,315.00000000000,-0.32748000000,1,0.30555600000,-0.13888900000,1.01275000000,822,1,1.00000000000
6,313.63700000000,30.12260000000,7.68940000000,0.00000000000,198.43500000000,-0.30728700000,1,-0.11111100000,0.11111100000,1.50953000000,824,1,1.00000000000
6,313.63200000000,94.97380000000,7.42750000000,90.00000000000,180.00000000000,-0.34158500000,1,-0.11111100000,0.00000000000,2.86241000000,825,1,1.00000000000
6,313.72900000000,86.47790000000,6.83180000000,120.00000000000,335.55600000000,-0.34265600000,1,-0.07222220000,-0.07222220000,2.88218000000,826,1,1.00000000000
6,313.62100000000,90.65320000000,5.63590000000,182.48300000000,341.56500000000,-0.27877000000,1,0.08888890000,-0.02222220000,2.26364000000,832,1,1.00000000000
6,313.51400000000,1175.88000000000,3.73630000000,295.46600000000,267.51000000000,0.05779680000,2,-0.03350430000,-0.14461500000,16.05430000000,849,1,1.00000000000
6,313.50900000000,196.18000000000,6.68330000000,0.00000000000,182.49000000000,-0.32161200000,1,0.00000000000,0.00000000000,5.47927000000,820,1,1.00000000000
6,313.34800000000,285.48700000000,4.96000000000,42.42640000000,215.91000000000,-0.36846100000,1,-0.31585500000,0.01747820000,8.48524000000,831,1,1.00000000000
7,313.24600000000,521.60100000000,5.75220000000,30.00000000000,225.00000000000,-0.36442000000,1,0.14905100000,0.03794040000,5.72043000000,825,1,1.00000000000
6,312.99400000000,282.92300000000,6.16900000000,42.42640000000,203.19900000000,-0.32026000000,1,-0.13333300000,0.20000000000,5.43801000000,823,1,1.00000000000
6,312.88600000000,544.56400000000,6.08030000000,60.00000000000,201.37100000000,-0.31605600000,1,0.24624600000,-0.08708710000,5.87557000000,821,1,1.00000000000
6,312.81100000000,335.30300000000,5.64960000000,30.00000000000,169.69500000000,-0.29670100000,1,0.06000000000,0.06000000000,5.32285000000,820,1,1.00000000000
7,312.62800000000,0.00000000000,7.70910000000,0.00000000000,161.56500000000,-0.26642700000,1,0.00000000000,0.00000000000,0.75489400000,820,1,1.00000000000
7,312.56800000000,180.89900000000,5.96800000000,0.00000000000,183.81400000000,-0.26030500000,1,-0.22222200000,0.00000000000,3.58425000000,821,1,1.00000000000
6,312.46000000000,640.40000000000,4.21850000000,30.00000000000,221.82000000000,-0.24481500000,1,0.01333330000,0.34666700000,6.06377000000,822,1,1.00000000000
6,313.02500000000,75.93940000000,6.39030000000,228.47300000000,213.69000000000,-0.31847300000,1,-0.27777800000,0.16666700000,3.43891000000,835,1,1.00000000000
6,313.06800000000,44.49520000000,6.33500000000,174.92900000000,165.96400000000,-0.33529900000,1,-0.28888900000,0.04444440000,1.96786000000,832,1,1.00000000000
7,312.77700000000,3541.19000000000,4.10220000000,182.48300000000,192.52900000000,-0.23081900000,1,-0.13675200000,-0.35897400000,4.39338000000,831,1,1.00000000000
7,313.17600000000,75.00000000000,5.65940000000,67.08200000000,198.43500000000,-0.35907600000,1,-0.77777800000,0.00000000000,4.52023000000,833,1,1.00000000000
6,312.37800000000,5271.60000000000,3.96780000000,84.85280000000,223.40900000000,0.03026350000,1,-0.25000000000,0.19444400000,11.98120000000,842,1,1.00000000000
6,312.24500000000,1962.32000000000,4.13610000000,30.00000000000,237.09500000000,-0.21380800000,1,-0.06918240000,0.37526200000,9.57771000000,821,1,1.00000000000
6,312.32900000000,109.90400000000,7.38980000000,192.09400000000,75.96380000000,-0.26848100000,1,-0.02222220000,-0.13333300000,1.96786000000,818,1,1.00000000000
6,312.21600000000,35.31760000000,7.19600000000,216.33300000000,45.00000000000,-0.26691400000,1,0.02777780000,0.02777780000,1.01275000000,818,1,1.00000000000
6,312.09200000000,0.00000000000,7.00130000000,189.73700000000,90.00000000000,-0.25974200000,1,0.00000000000,0.00000000000,0.47745400000,817,1,1.00000000000
6,312.04500000000,2926.30000000000,3.75840000000,67.08200000000,243.43500000000,-0.12048400000,1,-0.11111100000,0.11111100000,12.60440000000,831,1,1.00000000000
7,309.32700000000,344.16400000000,5.67350000000,30.00000000000,276.34000000000,-0.06909200000,5,0.22222200000,-0.22222200000,2.16079000000,837,8,1.00000000000
7,309.29100000000,16.12940000000,6.64690000000,258.07000000000,258.69000000000,-0.03583770000,6,-0.11111100000,0.00000000000,1.21712000000,842,1,1.00000000000
6,309.46100000000,36.15940000000,5.93260000000,531.60100000000,209.05500000000,0.06389470000,5,-0.31111100000,0.24444400000,2.45639000000,842,1,1.00000000000
6,308.97700000000,88.45280000000,4.84490000000,1020.44000000000,323.13000000000,-0.09295710000,2,-0.15555600000,-0.04444440000,2.38594000000,840,1,1.00000000000
6,308.76000000000,163.45600000000,5.66010000000,1230.00000000000,209.05500000000,-0.30139700000,1,0.00000000000,0.11111100000,2.45639000000,836,1,1.00000000000
6,308.45900000000,47.43420000000,5.88160000000,1425.55000000000,264.80600000000,-0.18725900000,3,-0.28333300000,0.38333300000,2.63503000000,842,1,1.00000000000
6,308.22500000000,69.28920000000,5.99770000000,1135.65000000000,5.19443000000,-0.16791400000,1,-0.11111100000,0.00000000000,2.63503000000,837,1,1.00000000000
6,306.46900000000,1086.28000000000,3.76780000000,161.55500000000,158.35600000000,0.09753160000,5,0.21309000000,-0.00913242000,15.77040000000,840,10,1.00000000000
6,305.90000000000,915.98900000000,5.19710000000,536.65600000000,288.43500000000,-0.04694770000,1,0.22222200000,-0.22222200000,2.26364000000,835,12,1.00000000000
7,296.71200000000,3653.49000000000,3.85860000000,1741.55000000000,268.97700000000,0.17695800000,5,3.44444000000,-1.33333000000,25.02040000000,1248,2,1.00000000000
7,291.73400000000,88.90010000000,6.03280000000,2121.32000000000,74.74490000000,0.03400610000,2,-0.03888890000,-0.03888890000,2.71992000000,1127,1,1.00000000000
9,290.36500000000,1537.78000000000,4.36860000000,308.86900000000,250.90700000000,0.08364960000,5,1.05660000000,-0.05450730000,12.91360000000,1075,10,1.00000000000
7,285.69100000000,167.96500000000,5.63160000000,284.60500000000,356.63400000000,0.05844640000,5,0.22222200000,0.22222200000,4.05866000000,1105,1,1.00000000000
7,285.68500000000,338.42600000000,4.55190000000,90.00000000000,135.00000000000,0.06099390000,5,-0.23921600000,-0.57254900000,6.05450000000,1108,1,1.00000000000
7,285.50300000000,532.21500000000,3.23710000000,42.42640000000,1.30195000000,0.05635780000,5,-1.21731000000,1.89381000000,20.14110000000,1117,1,1.00000000000
7,285.51300000000,416.33500000000,4.47970000000,192.09400000000,228.94500000000,-0.03796320000,5,0.19188000000,-0.03034190000,9.71987000000,1104,1,1.00000000000
7,285.59400000000,222.27300000000,5.55930000000,271.66200000000,51.34020000000,0.03866160000,5,0.00000000000,0.00000000000,3.05437000000,1105,1,1.00000000000
7,285.38600000000,30.44250000000,5.68120000000,256.32000000000,213.69000000000,0.05762180000,5,0.11111100000,0.11111100000,1.72101000000,1111,1,1.00000000000
7,285.28200000000,94.86830000000,4.73530000000,276.58600000000,289.98300000000,0.28411500000,5,-0.83333300000,0.72222200000,5.57096000000,1105,1,1.00000000000
7,285.50500000000,0.00000000000,5.63380000000,351.14100000000,315.00000000000,0.05321750000,5,0.00000000000,0.00000000000,0.33761500000,1105,1,1.00000000000
7,285.82600000000,0.00000000000,7.55830000000,210.00000000000,108.43500000000,0.06409900000,5,0.00000000000,0.00000000000,0.75489400000,1107,1,1.00000000000
7,285.83700000000,142.79900000000,5.12370000000,150.00000000000,10.00800000000,0.01425120000,2,-0.09188030000,-0.09188030000,4.11408000000,1055,1,1.00000000000
7,285.55200000000,392.78000000000,5.69570000000,551.54300000000,291.03800000000,0.03039410000,2,0.16111100000,-0.06111110000,3.32143000000,1044,1,1.00000000000
7,284.96100000000,95.76130000000,5.40110000000,90.00000000000,135.00000000000,0.08410780000,5,0.23076900000,-0.10256400000,2.69895000000,1054,1,1.00000000000
7,284.79700000000,165.64600000000,4.46070000000,30.00000000000,10.30480000000,0.03324810000,2,0.22222200000,0.00000000000,5.32285000000,1072,1,1.00000000000
7,285.80000000000,37.74170000000,5.78760000000,30.00000000000,206.56500000000,0.07362500000,2,0.00000000000,0.22222200000,2.13430000000,1048,1,1.00000000000
7,285.27200000000,29.49010000000,6.39940000000,296.98500000000,108.43500000000,0.14174100000,2,0.08333330000,-0.13888900000,0.75489400000,1044,1,1.00000000000
7,284.90800000000,570.00200000000,5.29700000000,624.26000000000,23.19860000000,0.05771230000,2,0.57333300000,-0.20444400000,3.63139000000,1041,1,1.00000000000
7,284.87700000000,45.55830000000,5.68610000000,450.00000000000,321.34000000000,0.02634830000,2,-0.27777800000,0.38888900000,3.05437000000,1051,1,1.00000000000
7,284.96100000000,95.76130000000,5.40110000000,90.00000000000,135.00000000000,0.08410780000,5,0.23076900000,-0.10256400000,2.69895000000,1054,1,1.00000000000
7,284.49900000000,353.31800000000,5.38680000000,42.42640000000,257.00500000000,0.11668600000,2,0.06623930000,-0.37820500000,3.18181000000,1040,1,1.00000000000
7,284.13700000000,49.77670000000,5.60030000000,450.00000000000,63.43490000000,0.05037380000,2,-0.13333300000,0.31111100000,2.13430000000,1083,1,1.00000000000
7,284.38600000000,76.48530000000,4.43470000000,212.13200000000,71.56500000000,0.06114400000,2,-0.59401700000,0.96153800000,4.52023000000,1051,1,1.00000000000
7,284.66600000000,115.55600000000,4.77050000000,324.50000000000,124.69500000000,0.08147390000,2,0.08444440000,-0.24888900000,3.76924000000,1045,1,1.00000000000
7,284.38200000000,154.80900000000,6.06530000000,0.00000000000,104.03600000000,0.06136190000,2,0.33333300000,0.00000000000,1.96786000000,1038,1,1.00000000000
7,284.20700000000,111.76800000000,6.26150000000,152.97100000000,156.80100000000,0.04935010000,2,0.17777800000,-0.15555600000,1.81752000000,1042,1,1.00000000000
7,284.24800000000,16.10260000000,6.78310000000,90.00000000000,180.00000000000,0.05398070000,2,-0.33333300000,0.00000000000,0.47745400000,1043,1,1.00000000000
7,284.13200000000,75.06590000000,5.48320000000,324.50000000000,4.39871000000,0.01761500000,2,0.33333300000,0.00000000000,3.10963000000,1044,1,1.00000000000
7,283.81500000000,33.54100000000,6.03710000000,678.82300000000,71.56500000000,0.13035900000,5,-0.40000000000,0.37777800000,2.26364000000,1045,1,1.00000000000
7,284.07900000000,23.90890000000,5.78270000000,577.06200000000,90.00000000000,0.12946400000,2,-0.11111100000,0.00000000000,0.47745400000,1041,1,1.00000000000
7,283.31800000000,273.04500000000,3.46020000000,1294.18000000000,102.17100000000,0.03335690000,2,-1.00074000000,0.33259600000,12.26450000000,1058,1,1.00000000000
7,283.14300000000,110.78100000000,6.14610000000,1626.93000000000,45.00000000000,0.02217090000,2,0.13888900000,-0.08333330000,2.36199000000,1054,1,1.00000000000
7,282.75600000000,254.73500000000,5.37920000000,2068.91000000000,311.42400000000,0.06582840000,2,0.00813008000,0.11924100000,5.39642000000,1064,1,1.00000000000
7,283.66100000000,70.39320000000,5.80380000000,848.52800000000,0.00000000000,0.10271600000,2,0.11111100000,0.00000000000,0.95484100000,1063,1,1.00000000000
7,283.79900000000,236.70100000000,4.93760000000,816.08800000000,156.80100000000,0.12535800000,5,-0.49401700000,0.17265000000,7.23384000000,1057,1,1.00000000000
7,284.97400000000,75.00000000000,5.04050000000,468.61500000000,347.47100000000,0.21011500000,5,-0.55555600000,0.22222200000,4.39338000000,1037,1,1.00000000000
7,282.31200000000,148.49200000000,4.13750000000,579.39600000000,61.26020000000,0.04237020000,2,-1.19444000000,1.25000000000,8.38019000000,1065,1,1.00000000000
7,282.62700000000,135.85300000000,5.28920000000,1181.86000000000,176.63400000000,0.10235200000,2,0.12418300000,-0.20915000000,4.05866000000,1054,1,1.00000000000
7,284.08100000000,185.69500000000,4.62240000000,524.78600000000,186.84300000000,0.08655680000,2,0.02935010000,-0.08176100000,5.98922000000,1038,1,1.00000000000
7,286.95600000000,73.57880000000,5.49580000000,324.50000000000,315.00000000000,0.37721900000,3,0.33333300000,0.00000000000,0.33761500000,1019,1,1.00000000000
7,288.05800000000,157.03000000000,5.82240000000,256.32000000000,78.69010000000,0.02526700000,6,-0.13888900000,-0.13888900000,3.64697000000,1026,10,1.00000000000
7,288.09600000000,255.24200000000,5.37990000000,390.00000000000,135.00000000000,0.01929090000,6,0.04065040000,-0.07046070000,3.70862000000,1021,10,1.00000000000
9,282.51100000000,91.28820000000,5.75680000000,3991.80000000000,351.87000000000,-0.07225380000,5,-0.10256400000,-0.10256400000,3.37229000000,1081,9,1.00000000000
9,281.98700000000,24.63370000000,6.46700000000,3270.00000000000,0.00000000000,-0.11556800000,5,-0.22222200000,0.00000000000,1.43210000000,1085,9,1.00000000000
7,290.67500000000,138.92500000000,5.52300000000,573.14900000000,3.01279000000,0.25771800000,3,-0.11111100000,0.00000000000,4.53271000000,1008,1,1.00000000000
9,290.41400000000,134.15800000000,4.53600000000,67.08200000000,306.87000000000,0.20941600000,3,-0.95593900000,-0.06704980000,7.12502000000,1014,1,1.00000000000
7,292.13300000000,55.11270000000,5.71260000000,60.00000000000,111.80100000000,0.15715000000,5,0.15555600000,0.26666700000,2.56950000000,993,1,1.00000000000
7,293.20900000000,418.87900000000,5.52190000000,30.00000000000,209.05500000000,0.09108150000,2,0.04444440000,-0.06666670000,2.45639000000,989,10,1.00000000000
7,293.80000000000,64.35570000000,5.82810000000,120.00000000000,270.00000000000,0.31303100000,3,0.33333300000,0.00000000000,0.95484100000,998,1,1.00000000000
7,287.76800000000,763.28300000000,5.90310000000,150.00000000000,315.00000000000,0.33108900000,3,0.22222200000,-0.33333300000,1.01275000000,1021,1,1.00000000000
9,286.66900000000,101.26200000000,4.88530000000,1477.33000000000,34.38030000000,0.06673060000,5,-0.13777800000,-0.02666670000,5.47927000000,1030,1,1.00000000000
7,288.38000000000,58.58950000000,6.05620000000,240.00000000000,329.03600000000,0.18881800000,2,0.22222200000,0.11111100000,1.39176000000,1019,1,1.00000000000
9,292.61100000000,606.91300000000,5.85430000000,30.00000000000,255.25600000000,-0.05129840000,5,0.68199200000,-0.31800800000,4.67991000000,1060,9,1.00000000000
9,292.61100000000,618.28300000000,5.30900000000,0.00000000000,209.05500000000,-0.11741200000,3,0.22222200000,-0.66666700000,2.45639000000,1058,9,1.00000000000
9,292.79000000000,62.48080000000,6.27410000000,134.16400000000,161.56500000000,0.12558400000,5,0.26666700000,-0.06666670000,0.75489400000,1060,9,1.00000000000
9,292.78800000000,69.02240000000,5.79170000000,270.00000000000,225.00000000000,-0.14763800000,5,-0.01709400000,0.31623900000,3.03572000000,1057,9,1.00000000000
9,292.55600000000,146.05300000000,5.46770000000,60.00000000000,341.56500000000,-0.13530400000,3,-0.33760700000,-0.11538500000,4.52023000000,1060,9,1.00000000000
9,292.18600000000,201.84200000000,5.93270000000,318.90400000000,35.53770000000,-0.19614000000,5,0.25000000000,-0.19444400000,2.05278000000,1058,9,1.00000000000
9,291.95400000000,87.21670000000,5.48110000000,445.98200000000,180.00000000000,-0.07198670000,5,0.17777800000,-0.04444440000,2.86241000000,1063,1,1.00000000000
9,291.63400000000,106.62500000000,5.24050000000,513.51700000000,187.43100000000,-0.22211100000,5,-0.12179500000,0.10042700000,5.52021000000,1064,1,1.00000000000
9,292.30800000000,278.23700000000,4.82160000000,201.24600000000,23.19860000000,-0.26054800000,2,0.44444400000,-0.77777800000,5.43801000000,1064,1,1.00000000000
7,296.04000000000,36.12980000000,6.06150000000,30.00000000000,45.00000000000,0.13135500000,1,-0.08888890000,0.24444400000,1.68760000000,1028,1,1.00000000000
7,295.92300000000,0.00000000000,7.72960000000,120.00000000000,135.00000000000,-0.08776200000,2,0.00000000000,0.00000000000,0.33761500000,1034,2,1.00000000000
6,296.07700000000,135.60300000000,5.70060000000,120.00000000000,243.43500000000,-0.01769140000,2,-0.17777800000,0.26666700000,3.19960000000,1040,2,1.00000000000
9,295.74100000000,0.00000000000,7.21770000000,480.00000000000,135.00000000000,-0.03165060000,2,0.00000000000,0.00000000000,0.33761500000,1035,2,1.00000000000
6,297.88200000000,163.68500000000,5.34920000000,234.30700000000,138.81400000000,0.04833080000,5,0.04000000000,-0.07111110000,5.06231000000,1059,1,1.00000000000
9,298.19500000000,76.90560000000,6.27640000000,276.58600000000,135.00000000000,-0.01899460000,2,0.11111100000,-0.22222200000,0.67520600000,1062,1,1.00000000000
7,293.54400000000,574.82000000000,5.13830000000,664.07800000000,109.79900000000,0.29209400000,3,0.06289310000,-0.49266200000,6.31755000000,1023,1,1.00000000000
7,293.36400000000,43.22550000000,6.39000000000,94.86830000000,90.00000000000,0.20558700000,2,0.00000000000,0.00000000000,1.43210000000,1018,1,1.00000000000
7,293.70800000000,114.49400000000,6.26100000000,228.47300000000,191.31000000000,0.24037800000,3,0.22222200000,0.00000000000,1.21712000000,1016,1,1.00000000000
7,291.70300000000,37.76820000000,5.74330000000,740.94500000000,135.00000000000,0.21127000000,3,0.00000000000,0.11111100000,1.01275000000,1019,1,1.00000000000
7,290.27800000000,174.26300000000,5.52370000000,1295.57000000000,243.43500000000,0.26489800000,3,-0.02564100000,0.08547010000,3.19960000000,1028,1,1.00000000000
9,295.16000000000,96.05600000000,5.67420000000,692.60400000000,127.87500000000,0.09238210000,6,-0.05128210000,0.05982910000,2.71992000000,1011,1,1.00000000000
7,295.85500000000,81.70640000000,5.58690000000,740.94500000000,146.31000000000,0.18980300000,3,0.00854701000,0.11965800000,3.43891000000,1016,1,1.00000000000
7,311.55500000000,216.87300000000,6.13860000000,30.00000000000,45.00000000000,0.07147870000,2,0.15555600000,-0.17777800000,1.35022000000,1221,9,1.00000000000
9,311.27000000000,2269.50000000000,5.66090000000,189.73700000000,8.13010000000,0.04659950000,2,0.66666700000,-0.44444400000,3.37229000000,1217,9,1.00000000000
